 I.A.F. plot information for graphics
    1263546.9094096450
     739799.2928769647
     733318.9108655490
     654852.4443176399
     841162.3494308726
    1008261.2691315340
     639653.2213051771
     833872.8342056456
     481717.2568100756
    1098256.9044663740
     688937.4727527557
     690437.9988150476
     491929.8330262189
     655031.4118292364
    1445052.6272515830
     776988.1874314793
     802602.2893517495
     800342.7035827813
     708140.6533876448
     568622.2934311266
     535584.3181791493
     909199.5510923687
    1125126.5975595750
     958710.4852179446
     694073.1284833677
     734903.3753863309
     683850.2809689432
     668857.2856557673
    1164692.6360683710
     719505.4851289199
     583352.6477399592
     781342.1114504196
     694261.8908047943
     742215.1917400835
    1245952.0297768240
    1325726.1561459970
     690836.9451333330
     620994.1125140288
     965845.7611933665
     712615.7230919617
     732968.0686748176
     501904.6360018968
     639110.5307874149
     844277.2588545374
    1288037.5779402860
     554451.7570398029
    1113237.5806058970
     687376.2633488108
     552694.7240680172
     828562.3068923323
     728547.8531305189
     628116.2890893215
     523511.5182484571
     471808.4931031919
     766334.8442637718
     681589.0855272394
     763937.8563674112
     952757.6912862466
     795323.0639648999
     869696.7822227753
     587629.2322985565
    1046953.0825906810
     672812.8657703985
     731385.1369395530
    1223692.5980959840
     636511.5477052429
     939867.0026341830
     718813.8471151238
     996181.7506420626
     781390.6417510329
    1256102.1592777330
     700960.5860387136
     732388.4128178995
    1210288.3740912460
     602624.0496035884
     547223.6976348949
     536671.9969033862
     859867.0165839871
     588160.9170137378
     606228.4287712738
     645091.0442271454
     683978.9772623366
    1459568.5546280070
    1161102.8073238450
     639360.1377065228
     849945.1609514616
     626628.9558359706
     622053.9051545528
     995129.2022957187
     484934.9836639647
     824558.3116631121
     699070.3761074904
     902718.1944360179
     873714.7966504524
     894513.4379093669
     824135.3886420721
     716232.0327822499
    1227079.5456388120
     729910.9937635063
     752792.8625815747
     567473.3873662695
     713739.3198987956
     702368.0543688075
    1015080.8742404380
     795083.9029284333
     763915.7824079422
    1111664.1730600340
    1024391.4726078420
     834721.6740428270
     654210.8169408564
     648575.0739227060
     734168.1932034512
     531576.8732999605
     693971.3342235860
     785659.4829665716
     619797.3466973627
     727615.6832508269
     633857.9420392985
     763017.2647541345
     660381.4174131877
     711224.8269173222
     815963.2342486932
     545503.9059158037
     679722.1718991229
     529269.0521118882
     724675.8491373068
     720302.3624925293
     829670.8856050972
    1031329.6664943790
     840774.8248267346
     550336.6060827357
     624627.2877384689
     688162.7154896924
     522501.4788078948
     807122.2275652726
     834032.8296286329
     915038.0691211612
     599535.0933956910
     919333.1300476561
     525924.4878560579
     883542.0525177332
     609344.2009485784
     705899.3559757738
     638800.3554670416
     805255.6860668634
     471412.5557947407
     722772.0236943523
    1041389.1149036160
     871006.2920685886
     558422.1444688125
     634863.4167814043
     708606.1225823348
     951233.2334567681
     734301.7970781531
     741631.7219632914
     770500.9842135992
     606829.5745112065
     843056.3412327560
     772593.2415303598
     876171.2233504343
     713577.8031225898
     557262.3389673595
     725741.9077225020
     816954.6063798128
     612604.6736466799
     658573.5092527040
    1051670.7632947700
     714537.4009577328
     515504.4939043251
     514140.3445573214
    1135232.1818816630
     978960.1179040927
     830009.6984347334
     590002.8793985586
     835485.9561280501
     712483.8634870816
     605409.1092050258
     672307.0373965900
     690104.8258286184
     867394.2739590622
     710119.9578258538
     530214.5053675774
     544964.2228305189
     705178.4627368315
     497876.0001109652
    1257443.2403488510
     750941.9916433250
     719276.9720088531
     604285.3166576081
    1227856.1240506690
     757569.4754797036
     931270.6758581586
     613573.6657515914
    1344878.9334108080
     632054.0388627723
     842311.1325403716
     608786.9028326860
     846177.2660471060
     780846.4679336262
     700645.1187412936
     908506.0379049345
     990867.8635066354
     799318.6308798898
     694685.1203299606
     764301.6159966970
     558587.5707596173
     517198.1540260917
    1060050.9706712430
     595414.7286936963
     940562.6801220698
     978176.5877069264
    1136275.3260268530
    1036489.9981187240
     645961.2516778344
     780477.1647742427
    1021325.0954173330
     923906.0923143164
     772461.9417211339
     821119.5035816785
    1031372.0587821330
     592904.1429859577
    1064872.9663243460
     786745.0578453390
     534400.3070273201
     752157.6512868862
     943310.2068398146
     917738.3955662305
     450476.3119384031
     563656.7761937644
     711345.6135260121
     631819.3079445709
     657612.1168421758
     889661.6283806074
     792712.9240405286
     798604.0085738017
     893627.1900725353
     650146.5382744731
     495036.0823808056
     530368.1490806569
     635180.6599740017
     574761.4324333160
     797950.8390428200
     504348.4715838342
     652361.4876981879
     762852.9584827668
     621029.5442270574
     838916.0733330279
     678139.4609843203
     788436.6006724899
     616764.9430306028
     565510.5072512666
     733436.3423344692
     660136.0939787435
     595158.2774505758
     895926.9009151568
     606464.2451447576
     678533.5330790854
     580957.0257516253
     793639.8017955365
     714385.3632934960
     771411.9235220812
     601420.5070433535
     832061.6656369689
     579380.6982111331
     728438.5615924081
     886083.5218883441
     731909.0059022615
     640121.8601777477
     955692.7710767282
     950915.5574288043
    1028501.7284361770
     551381.0114816052
    1320461.3406363190
     580450.9768364931
    1088811.6487343680
     621650.6272676582
     612372.2870363870
     626316.2013111004
     695561.5892530856
     957323.1032572705
     593658.2391641169
    1308256.1803148830
     641759.3306066777
     651186.9850496956
     961047.7750894140
     596060.7097733284
     601699.4233580055
     705429.0241760797
     732546.1203715515
     685495.0606649583
     739967.2187450229
     667068.9875960356
     721575.3679146062
    1221641.9006713680
     780674.8144887746
    1170857.7714974090
    1033524.7050063940
     825285.8574058031
     624414.4706573472
     604303.3351897338
     548928.0824886885
     692772.5772568579
    1087396.5068907460
     613093.7659146965
     622504.3568657219
     780114.9881762642
     551254.7353207853
     587277.2680331899
     657456.1012959094
     726942.9173015357
     506050.2718745045
     820558.3464665090
     583996.6459207316
     743493.9284851353
     587181.7517320527
     600611.4389172432
     798199.3420010759
     740587.0203375702
    1097885.4822680670
     813387.3697233094
     665110.9643589151
     499944.8128180555
     785965.3522720920
     971886.5516326098
     738915.3894345851
     895486.4226490434
     658245.1979757614
     578308.4175267292
     567422.5703873741
     606836.0806682392
    1179939.5421600130
     734826.3629056788
     924013.8203397677
     641991.4786396622
     508502.0074572851
     793160.0169223633
     922236.8113825618
     479753.0148024431
     752853.7908435096
     664414.3312311460
     548346.9873712530
     962792.4588864812
     617778.9902605149
     613340.5940877894
     762029.3906159870
     740841.1949120474
    1374474.9942341180
     690391.0761251657
     739164.9274327857
     788309.9415242652
    1390638.2815433830
     838985.1876033840
     659457.4873565855
     669007.8540540850
     701844.4429781351
     778925.0049869920
     542492.8828588682
     949532.0177012523
     588755.9698272274
     688381.1582959534
     619819.0070231386
     521852.7504147429
     545523.6332464955
     777888.1549984331
     512687.9836542027
     618360.4468314733
     716451.2239691018
     651152.4012088502
    1267271.5488185190
     831382.0425824863
     753840.1095667286
     799760.4346019153
     526081.2065961633
    1262822.1382802710
